#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T14:50+0000 #
#####################################################################
#
# seed = 97.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 834.0
0.5288560945221015 2.0 161.0 2989.0
3.5288560945221015 2.0 161.0 3106.0
6.5288560945221015 2.0 161.0 3106.0
9.528856094522101 2.0 160.0 3105.0
12.528856094522101 2.0 161.0 3106.0
15.528856094522101 2.0 161.0 3106.0
18.5288560945221 2.0 159.0 3104.0
21.5288560945221 2.0 159.0 3104.0
24.5288560945221 3.0 200.0 4603.0
27.5288560945221 3.0 200.0 4600.0
30.5288560945221 3.0 200.0 4600.0
33.5288560945221 3.0 200.0 4600.0
36.5288560945221 3.0 200.0 4600.0
39.5288560945221 3.0 200.0 4600.0
42.5288560945221 3.0 200.0 4600.0
45.5288560945221 5.0 283.0 7554.0
48.5288560945221 5.0 283.0 7604.0
51.5288560945221 5.0 283.0 7603.0
54.5288560945221 5.0 283.0 7603.0
57.5288560945221 5.0 283.0 7603.0
60.5288560945221 5.0 283.0 7603.0
63.5288560945221 5.0 283.0 7603.0
66.5288560945221 5.0 283.0 7603.0
69.5288560945221 5.0 283.0 7600.0
72.5288560945221 7.0 368.0 10497.0
75.5288560945221 7.0 368.0 10609.0
78.5288560945221 7.0 368.0 10607.0
81.5288560945221 7.0 368.0 10607.0
84.5288560945221 7.0 368.0 10607.0
87.5288560945221 7.0 368.0 10607.0
90.5288560945221 7.0 368.0 10607.0
93.5288560945221 7.0 368.0 10607.0
96.5288560945221 9.0 452.0 13586.0
99.5288560945221 8.0 410.0 12110.0
102.5288560945221 8.0 411.0 12107.0
105.5288560945221 8.0 411.0 12107.0
108.5288560945221 8.0 411.0 12107.0
111.5288560945221 8.0 411.0 12107.0
114.5288560945221 8.0 411.0 12107.0
117.5288560945221 8.0 411.0 12107.0
120.5288560945221 8.0 411.0 12106.0
123.5288560945221 12.0 578.0 18154.0
126.5288560945221 11.0 534.0 16639.0
129.5288560945221 10.0 492.0 15131.0
132.5288560945221 9.0 452.0 13625.0
135.5288560945221 9.0 452.0 13617.0
138.5288560945221 9.0 452.0 13609.0
141.5288560945221 9.0 452.0 13605.0
144.5288560945221 9.0 452.0 13605.0
147.5288560945221 9.0 452.0 13605.0
150.5288560945221 9.0 452.0 13605.0
153.5288560945221 9.0 452.0 13605.0
156.5288560945221 9.0 452.0 13605.0
159.5288560945221 12.0 580.0 18120.0
162.5288560945221 11.0 535.0 16676.0
165.5288560945221 11.0 535.0 16656.0
168.5288560945221 10.0 493.0 15146.0
171.5288560945221 9.0 451.0 13636.0
174.5288560945221 9.0 451.0 13631.0
177.5288560945221 9.0 451.0 13628.0
180.5288560945221 9.0 451.0 13628.0
183.5288560945221 9.0 451.0 13628.0
186.5288560945221 9.0 451.0 13628.0
189.5288560945221 9.0 451.0 13628.0
192.5288560945221 9.0 451.0 13628.0
195.5288560945221 10.0 492.0 15141.0
198.5288560945221 12.0 577.0 18148.0
201.5288560945221 12.0 577.0 18184.0
204.5288560945221 10.0 494.0 15182.0
207.5288560945221 9.0 453.0 13668.0
210.5288560945221 9.0 453.0 13644.0
213.5288560945221 9.0 453.0 13654.0
216.5288560945221 9.0 453.0 13646.0
219.5288560945221 9.0 453.0 13646.0
222.5288560945221 9.0 453.0 13646.0
225.5288560945221 9.0 453.0 13646.0
228.5288560945221 9.0 453.0 13646.0
231.5288560945221 9.0 453.0 13646.0
234.5288560945221 10.0 498.0 15166.0
237.5288560945221 12.0 583.0 18027.0
240.5288560945221 11.0 538.0 16707.0
243.5288560945221 11.0 538.0 16692.0
246.5288560945221 10.0 494.0 15176.0
249.5288560945221 9.0 451.0 13657.0
252.5288560945221 9.0 451.0 13639.0
255.5288560945221 8.0 409.0 12146.0
258.5288560945221 8.0 409.0 12140.0
261.5288560945221 8.0 409.0 12139.0
264.5288560945221 8.0 409.0 12139.0
267.5288560945221 8.0 409.0 12139.0
270.5288560945221 8.0 409.0 12139.0
273.5288560945221 8.0 409.0 12139.0
276.5288560945221 8.0 409.0 12139.0
279.5288560945221 9.0 454.0 13644.0
282.5288560945221 11.0 538.0 16507.0
285.5288560945221 11.0 538.0 16714.0
288.5288560945221 10.0 496.0 15210.0
291.5288560945221 10.0 496.0 15194.0
294.5288560945221 10.0 496.0 15188.0
297.5288560945221 10.0 496.0 15188.0
300.5288560945221 10.0 496.0 15188.0
303.5288560945221 10.0 496.0 15188.0
306.5288560945221 10.0 496.0 15188.0
309.5288560945221 10.0 496.0 15188.0
