#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T14:05+0000 #
#####################################################################
#
# seed = 44.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 837.0
0.8324476070694107 2.0 161.0 2989.0
3.832447607069411 2.0 160.0 3104.0
6.832447607069411 2.0 160.0 3104.0
9.832447607069412 2.0 160.0 3104.0
12.832447607069412 2.0 161.0 3105.0
15.832447607069412 2.0 161.0 3105.0
18.832447607069412 2.0 161.0 3105.0
21.832447607069412 2.0 161.0 3105.0
24.832447607069412 3.0 202.0 4604.0
27.832447607069412 3.0 202.0 4601.0
30.832447607069412 3.0 202.0 4601.0
33.83244760706941 3.0 201.0 4600.0
36.83244760706941 3.0 201.0 4600.0
39.83244760706941 3.0 201.0 4600.0
42.83244760706941 3.0 201.0 4600.0
45.04874011258883 4.0 243.0 6066.0
48.04874011258883 5.0 284.0 7608.0
51.04874011258883 5.0 284.0 7603.0
54.04874011258883 5.0 284.0 7603.0
57.04874011258883 5.0 284.0 7603.0
60.04874011258883 5.0 284.0 7603.0
63.04874011258883 5.0 284.0 7603.0
66.04874011258883 5.0 284.0 7603.0
69.04874011258883 5.0 284.0 7599.0
72.04874011258883 7.0 368.0 10556.0
75.83244760706941 6.0 326.0 9110.0
78.83244760706941 6.0 326.0 9111.0
81.83244760706941 5.0 285.0 7607.0
84.83244760706941 5.0 285.0 7603.0
87.83244760706941 5.0 285.0 7603.0
90.83244760706941 5.0 285.0 7603.0
93.83244760706941 5.0 285.0 7603.0
96.83244760706941 5.0 285.0 7603.0
99.83244760706941 5.0 285.0 7603.0
102.83244760706941 6.0 328.0 9068.0
105.83244760706941 8.0 414.0 12065.0
108.83244760706941 8.0 414.0 12121.0
111.83244760706941 8.0 414.0 12117.0
114.83244760706941 8.0 414.0 12117.0
117.83244760706941 8.0 414.0 12117.0
120.83244760706941 8.0 414.0 12117.0
123.83244760706941 8.0 414.0 12117.0
126.0315548702571 9.0 456.0 13614.0
129.03155487025708 12.0 584.0 18027.0
132.03155487025708 12.0 584.0 18182.0
135.03155487025708 12.0 584.0 18170.0
138.03155487025708 12.0 584.0 18170.0
141.03155487025708 12.0 584.0 18170.0
144.03155487025708 12.0 584.0 18170.0
147.03155487025708 12.0 584.0 18170.0
150.03155487025708 12.0 584.0 18170.0
153.03155487025708 13.0 627.0 19665.0
156.03155487025708 16.0 755.0 24273.0
159.03155487025708 15.0 710.0 22740.0
162.03155487025708 15.0 710.0 22742.0
165.03155487025708 15.0 710.0 22727.0
168.03155487025708 15.0 710.0 22727.0
171.03155487025708 15.0 710.0 22727.0
174.03155487025708 15.0 710.0 22727.0
177.03155487025708 15.0 710.0 22727.0
180.03155487025708 15.0 710.0 22726.0
183.03155487025708 17.0 796.0 25717.0
186.03155487025708 18.0 836.0 27289.0
189.03155487025708 18.0 836.0 27291.0
192.03155487025708 16.0 750.0 24268.0
195.03155487025708 16.0 750.0 24254.0
198.03155487025708 16.0 750.0 24268.0
201.03155487025708 15.0 706.0 22750.0
204.03155487025708 15.0 706.0 22752.0
207.03155487025708 15.0 706.0 22747.0
210.03155487025708 15.0 706.0 22739.0
213.03155487025708 15.0 706.0 22739.0
216.03155487025708 15.0 706.0 22739.0
219.03155487025708 15.0 706.0 22739.0
222.03155487025708 15.0 706.0 22739.0
225.03155487025708 15.0 706.0 22739.0
228.02520997073285 19.0 876.0 28766.0
231.02520997073285 19.0 876.0 28847.0
234.03155487025708 17.0 788.0 25820.0
237.03155487025708 15.0 705.0 22758.0
240.03155487025708 14.0 663.0 21234.0
243.03155487025708 12.0 580.0 18227.0
246.03155487025708 12.0 580.0 18217.0
249.03155487025708 10.0 497.0 15198.0
252.03155487025708 10.0 497.0 15182.0
255.03155487025708 10.0 497.0 15163.0
258.0315548702571 10.0 496.0 15161.0
261.0315548702571 10.0 496.0 15161.0
264.0315548702571 10.0 496.0 15161.0
267.0315548702571 10.0 496.0 15161.0
270.0315548702571 10.0 496.0 15161.0
273.0315548702571 11.0 539.0 16654.0
276.0315548702571 14.0 662.0 21181.0
279.0315548702571 14.0 662.0 21234.0
282.0315548702571 12.0 578.0 18222.0
285.0315548702571 12.0 578.0 18218.0
288.0315548702571 12.0 578.0 18211.0
291.0315548702571 12.0 578.0 18210.0
294.0315548702571 12.0 578.0 18210.0
297.0315548702571 12.0 578.0 18210.0
300.0315548702571 12.0 578.0 18210.0
303.0315548702571 12.0 578.0 18210.0
306.0315548702571 13.0 621.0 19703.0
309.0315548702571 16.0 747.0 24275.0
312.0315548702571 15.0 702.0 22807.0
315.0315548702571 15.0 702.0 22804.0
318.0315548702571 13.0 619.0 19739.0
321.0315548702571 13.0 619.0 19723.0
324.0315548702571 13.0 619.0 19719.0
327.0315548702571 12.0 577.0 18244.0
330.0315548702571 12.0 577.0 18244.0
333.0315548702571 12.0 577.0 18235.0
336.0315548702571 12.0 577.0 18235.0
339.0315548702571 12.0 577.0 18235.0
342.0315548702571 12.0 577.0 18235.0
345.0315548702571 12.0 577.0 18235.0
348.0315548702571 13.0 620.0 19730.0
351.02876204262617 14.0 664.0 21230.0
354.0315548702571 15.0 702.0 22786.0
357.0315548702571 15.0 702.0 22795.0
360.0315548702571 15.0 702.0 22785.0
363.0315548702571 15.0 702.0 22785.0
366.0315548702571 15.0 702.0 22785.0
369.0315548702571 15.0 702.0 22785.0
372.0315548702571 15.0 702.0 22785.0
375.0315548702571 15.0 702.0 22785.0
378.0315548702571 20.0 914.0 30270.0
381.0315548702571 20.0 910.0 30418.0
384.0315548702571 20.0 910.0 30416.0
387.0315548702571 19.0 868.0 28894.0
390.0315548702571 19.0 868.0 28901.0
393.0315548702571 18.0 826.0 27356.0
396.0315548702571 17.0 784.0 25852.0
399.0315548702571 17.0 784.0 25842.0
402.0315548702571 17.0 784.0 25854.0
405.0315548702571 17.0 784.0 25829.0
408.0315548702571 17.0 784.0 25829.0
411.0315548702571 17.0 784.0 25829.0
414.0315548702571 17.0 784.0 25829.0
417.0315548702571 17.0 784.0 25829.0
420.0315548702571 17.0 784.0 25829.0
423.0315548702571 19.0 869.0 28792.0
426.0313561273939 20.0 914.0 30390.0
429.0313561273939 19.0 869.0 28913.0
432.0313561273939 19.0 869.0 28891.0
435.0315548702571 18.0 825.0 27396.0
438.0315548702571 18.0 825.0 27404.0
441.0315548702571 18.0 825.0 27398.0
444.0315548702571 18.0 825.0 27398.0
447.0315548702571 18.0 825.0 27398.0
450.0315548702571 18.0 825.0 27398.0
453.0315548702571 18.0 825.0 27398.0
456.0059797394751 19.0 868.0 28865.0
459.0059797394751 22.0 992.0 33421.0
462.0059797394751 22.0 992.0 33505.0
465.0315548702571 21.0 949.0 31972.0
468.0315548702571 20.0 907.0 30430.0
471.0315548702571 19.0 866.0 28917.0
474.0315548702571 18.0 825.0 27388.0
477.0315548702571 18.0 825.0 27382.0
480.0315548702571 18.0 825.0 27383.0
483.0315548702571 18.0 825.0 27396.0
486.0315548702571 18.0 825.0 27390.0
489.0315548702571 18.0 825.0 27390.0
492.0315548702571 18.0 825.0 27390.0
495.0315548702571 18.0 825.0 27390.0
498.0315548702571 18.0 825.0 27389.0
501.0315548702571 20.0 912.0 30400.0
504.0315548702571 21.0 952.0 31684.0
507.0315548702571 21.0 952.0 31988.0
510.0315548702571 21.0 952.0 31983.0
513.0315548702571 19.0 868.0 28922.0
516.0315548702571 19.0 868.0 28938.0
519.0315548702571 19.0 868.0 28926.0
522.0315548702571 19.0 868.0 28926.0
525.0315548702571 19.0 868.0 28926.0
528.0315548702571 19.0 868.0 28926.0
531.0315548702571 19.0 868.0 28926.0
534.0315548702571 20.0 911.0 30419.0
537.0245296593597 23.0 1039.0 34932.0
540.0245296593597 23.0 1035.0 35033.0
543.0315548702571 21.0 951.0 32017.0
546.0315548702571 20.0 909.0 30481.0
549.0315548702571 20.0 909.0 30496.0
552.0315548702571 20.0 909.0 30478.0
555.0315548702571 20.0 909.0 30476.0
558.0315548702571 20.0 909.0 30476.0
561.0315548702571 20.0 909.0 30476.0
564.0315548702571 20.0 909.0 30476.0
567.0315548702571 20.0 909.0 30476.0
570.0315548702571 21.0 953.0 31976.0
573.0315548702571 22.0 995.0 33480.0
576.0315548702571 22.0 995.0 33573.0
579.0315548702571 22.0 995.0 33564.0
582.0315548702571 21.0 951.0 32027.0
585.0315548702571 21.0 951.0 32051.0
588.0315548702571 20.0 910.0 30522.0
591.0315548702571 20.0 910.0 30491.0
594.0315548702571 20.0 910.0 30477.0
597.0315548702571 20.0 910.0 30476.0
600.0315548702571 20.0 910.0 30476.0
603.0315548702571 20.0 910.0 30476.0
606.0315548702571 20.0 910.0 30476.0
609.0315548702571 20.0 910.0 30476.0
612.0315548702571 24.0 1080.0 36442.0
615.0315548702571 24.0 1076.0 36539.0
618.0315548702571 21.0 950.0 32004.0
621.0315548702571 20.0 910.0 30490.0
624.0315548702571 20.0 910.0 30486.0
627.0315548702571 20.0 910.0 30476.0
630.0315548702571 20.0 910.0 30476.0
633.0315548702571 20.0 910.0 30476.0
636.0315548702571 20.0 910.0 30476.0
639.0315548702571 20.0 910.0 30476.0
642.0315548702571 20.0 910.0 30473.0
645.0209151658122 23.0 1035.0 34997.0
648.0209151658122 23.0 1034.0 35098.0
651.0209151658122 23.0 1034.0 35080.0
654.0209151658122 22.0 992.0 33553.0
657.0315548702571 21.0 951.0 32035.0
660.0315548702571 21.0 951.0 32030.0
663.0315548702571 20.0 909.0 30490.0
666.0315548702571 20.0 909.0 30476.0
669.0315548702571 20.0 909.0 30460.0
672.0315548702571 20.0 909.0 30448.0
675.0315548702571 20.0 909.0 30447.0
678.0315548702571 20.0 909.0 30447.0
681.0315548702571 20.0 909.0 30447.0
684.0315548702571 20.0 909.0 30447.0
687.0315548702571 21.0 951.0 31956.0
690.0315548702571 22.0 992.0 33489.0
693.0315548702571 23.0 1032.0 35030.0
696.0315548702571 22.0 990.0 33524.0
699.0315548702571 21.0 950.0 32018.0
702.0315548702571 21.0 950.0 32016.0
705.0315548702571 20.0 909.0 30475.0
708.0315548702571 20.0 909.0 30475.0
711.0315548702571 20.0 909.0 30454.0
714.0315548702571 20.0 909.0 30447.0
717.0315548702571 20.0 909.0 30447.0
720.0315548702571 20.0 909.0 30447.0
723.0315548702571 20.0 909.0 30447.0
726.0315548702571 20.0 909.0 30446.0
729.0315548702571 22.0 996.0 33466.0
732.0315548702571 21.0 951.0 32000.0
735.0315548702571 21.0 951.0 32017.0
738.0315548702571 20.0 909.0 30494.0
741.0315548702571 20.0 909.0 30472.0
744.0315548702571 20.0 909.0 30454.0
747.0315548702571 20.0 909.0 30447.0
750.0315548702571 20.0 909.0 30447.0
753.0315548702571 20.0 909.0 30447.0
756.0315548702571 20.0 909.0 30447.0
759.0315548702571 20.0 909.0 30447.0
762.0315548702571 22.0 997.0 33460.0
765.0315548702571 23.0 1034.0 34998.0
768.0315548702571 23.0 1034.0 35079.0
771.0315548702571 22.0 992.0 33545.0
774.0315548702571 20.0 909.0 30526.0
777.0315548702571 20.0 909.0 30484.0
780.0315548702571 20.0 909.0 30460.0
783.0315548702571 20.0 909.0 30448.0
786.0315548702571 20.0 909.0 30447.0
789.0315548702571 20.0 909.0 30447.0
792.0315548702571 20.0 909.0 30447.0
795.0315548702571 20.0 909.0 30447.0
798.0315548702571 21.0 954.0 31964.0
801.0315548702571 21.0 950.0 31967.0
804.0315548702571 22.0 992.0 33544.0
807.0315548702571 22.0 992.0 33557.0
810.0315548702571 21.0 950.0 32013.0
813.0315548702571 21.0 950.0 32018.0
816.0315548702571 21.0 950.0 32014.0
819.0315548702571 21.0 950.0 32013.0
822.0315548702571 21.0 950.0 32013.0
825.0315548702571 21.0 950.0 32013.0
828.0315548702571 21.0 950.0 32013.0
831.0315548702571 21.0 950.0 32013.0
834.0315548702571 24.0 1079.0 36427.0
837.0315548702571 24.0 1079.0 36385.0
840.0315548702571 24.0 1079.0 36340.0
843.0315548702571 24.0 1079.0 36601.0
846.0315548702571 24.0 1079.0 36598.0
849.0315548702571 22.0 995.0 33557.0
852.0315548702571 20.0 913.0 30478.0
855.0315548702571 19.0 871.0 28967.0
858.0315548702571 18.0 829.0 27449.0
861.0315548702571 17.0 788.0 25908.0
864.0315548702571 16.0 747.0 24387.0
867.0315548702571 16.0 747.0 24378.0
870.0315548702571 15.0 705.0 22864.0
873.0315548702571 14.0 664.0 21316.0
876.0315548702571 14.0 664.0 21315.0
879.0315548702571 13.0 623.0 19801.0
882.0315548702571 13.0 623.0 19800.0
885.0315548702571 12.0 582.0 18280.0
888.0315548702571 12.0 582.0 18297.0
