#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T13:36+0000 #
#####################################################################
#
# seed = 2.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 837.0
0.011451117496857233 2.0 163.0 2995.0
3.0114511174968572 2.0 161.0 3110.0
6.011451117496858 2.0 160.0 3109.0
9.011451117496858 2.0 160.0 3109.0
12.011451117496858 2.0 161.0 3110.0
15.011451117496858 2.0 161.0 3110.0
18.011451117496858 2.0 161.0 3110.0
21.011451117496858 2.0 161.0 3110.0
24.011451117496858 3.0 203.0 4608.0
27.011451117496858 3.0 203.0 4605.0
30.011451117496858 3.0 203.0 4605.0
33.01145111749686 3.0 202.0 4604.0
36.01145111749686 3.0 202.0 4604.0
39.01145111749686 3.0 202.0 4604.0
42.01145111749686 3.0 202.0 4604.0
45.01145111749686 5.0 286.0 7563.0
48.01145111749686 5.0 285.0 7610.0
51.01145111749686 5.0 285.0 7605.0
54.01145111749686 5.0 285.0 7605.0
57.01145111749686 5.0 285.0 7605.0
60.01145111749686 5.0 285.0 7605.0
63.01145111749686 5.0 285.0 7605.0
66.01145111749686 5.0 285.0 7605.0
69.01145111749686 7.0 368.0 10530.0
72.01145111749686 8.0 409.0 12113.0
75.01145111749686 8.0 409.0 12111.0
78.01145111749686 8.0 409.0 12111.0
81.01145111749686 8.0 409.0 12111.0
84.01145111749686 8.0 409.0 12111.0
87.01145111749686 8.0 409.0 12111.0
90.01145111749686 8.0 409.0 12111.0
93.01145111749686 8.0 409.0 12109.0
96.01145111749686 12.0 573.0 17868.0
99.01145111749686 12.0 573.0 18129.0
102.01145111749686 11.0 536.0 16622.0
105.01145111749686 11.0 536.0 16625.0
108.01145111749686 11.0 536.0 16613.0
111.01145111749686 11.0 536.0 16613.0
114.01145111749686 11.0 536.0 16613.0
117.01145111749686 11.0 536.0 16613.0
120.01145111749686 11.0 536.0 16613.0
123.01145111749686 11.0 536.0 16613.0
126.01145111749686 12.0 580.0 18110.0
129.01145111749685 15.0 707.0 22339.0
132.01145111749685 15.0 707.0 22695.0
135.01145111749685 13.0 621.0 19684.0
138.01145111749685 12.0 579.0 18181.0
141.01145111749685 11.0 536.0 16672.0
144.01145111749685 11.0 536.0 16668.0
147.01145111749685 11.0 536.0 16663.0
150.01145111749685 11.0 536.0 16663.0
153.01145111749685 11.0 536.0 16663.0
156.01145111749685 11.0 536.0 16663.0
159.01145111749685 11.0 536.0 16663.0
162.01145111749685 11.0 536.0 16663.0
165.01145111749685 12.0 580.0 18183.0
168.01145111749685 15.0 704.0 22697.0
171.01145111749685 15.0 704.0 22756.0
174.01145111749685 15.0 704.0 22745.0
177.01145111749685 14.0 663.0 21233.0
180.01145111749685 13.0 621.0 19736.0
183.01145111749685 13.0 621.0 19729.0
186.01145111749685 13.0 621.0 19713.0
189.01145111749685 13.0 621.0 19709.0
192.01145111749685 13.0 621.0 19709.0
195.01145111749685 13.0 621.0 19709.0
198.01145111749685 13.0 621.0 19709.0
201.01145111749685 13.0 621.0 19709.0
204.01145111749685 14.0 666.0 21214.0
207.01145111749685 16.0 747.0 24239.0
210.01145111749685 16.0 747.0 24320.0
213.01145111749685 15.0 704.0 22788.0
216.01145111749685 14.0 663.0 21250.0
219.01145111749685 14.0 663.0 21257.0
222.01145111749685 14.0 663.0 21250.0
225.01145111749685 14.0 663.0 21250.0
228.01145111749685 14.0 663.0 21250.0
231.01145111749685 14.0 663.0 21250.0
234.01145111749685 14.0 663.0 21250.0
237.01145111749685 14.0 663.0 21250.0
240.01145111749685 15.0 707.0 22767.0
243.01145111749685 16.0 745.0 24328.0
246.01145111749685 16.0 745.0 24313.0
249.01145111749685 15.0 704.0 22810.0
252.01145111749685 15.0 704.0 22806.0
255.01145111749685 15.0 704.0 22790.0
258.0117799626272 14.0 661.0 21313.0
261.0117799626272 13.0 619.0 19797.0
264.0117799626272 13.0 619.0 19775.0
267.0117799626272 12.0 575.0 18246.0
270.0117799626272 12.0 575.0 18253.0
273.0117799626272 12.0 575.0 18246.0
276.0117799626272 12.0 575.0 18246.0
279.0117799626272 12.0 575.0 18246.0
282.0117799626272 12.0 575.0 18246.0
285.0117799626272 12.0 575.0 18246.0
288.0117799626272 13.0 619.0 19753.0
291.0117799626272 18.0 825.0 27108.0
294.0117799626272 18.0 825.0 27338.0
297.0117799626272 17.0 784.0 25839.0
300.0117799626272 16.0 743.0 24319.0
303.0117799626272 15.0 702.0 22783.0
306.0117799626272 15.0 702.0 22766.0
309.0117799626272 15.0 702.0 22766.0
312.0117799626272 15.0 702.0 22766.0
315.0117799626272 15.0 702.0 22766.0
318.0117799626272 15.0 702.0 22766.0
321.0117799626272 15.0 702.0 22766.0
324.0117799626272 16.0 747.0 24260.0
327.0117799626272 21.0 954.0 31919.0
330.0117799626272 20.0 909.0 30392.0
333.0117799626272 18.0 826.0 27378.0
336.0117799626272 18.0 826.0 27368.0
