#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T13:43+0000 #
#####################################################################
#
# seed = 10.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 834.0
0.5711645232847797 2.0 161.0 2990.0
3.5711645232847795 2.0 161.0 3111.0
6.5711645232847795 2.0 161.0 3109.0
9.571164523284779 2.0 160.0 3108.0
12.571164523284779 2.0 161.0 3109.0
15.571164523284779 2.0 161.0 3109.0
18.57116452328478 2.0 160.0 3108.0
21.57116452328478 2.0 160.0 3108.0
24.57116452328478 3.0 203.0 4604.0
27.57116452328478 3.0 203.0 4606.0
30.57116452328478 3.0 203.0 4605.0
33.57116452328478 3.0 203.0 4605.0
36.57116452328478 3.0 203.0 4605.0
39.57116452328478 3.0 203.0 4605.0
42.57116452328478 3.0 203.0 4605.0
45.57116452328478 3.0 203.0 4605.0
48.57116452328478 5.0 288.0 7590.0
51.57116452328478 4.0 244.0 6115.0
54.57116452328478 4.0 244.0 6107.0
57.57116452328478 4.0 244.0 6104.0
60.57116452328478 4.0 244.0 6104.0
63.57116452328478 4.0 244.0 6104.0
66.57116452328478 4.0 244.0 6104.0
69.57116452328478 4.0 244.0 6104.0
72.57116452328478 4.0 244.0 6104.0
75.57116452328478 6.0 331.0 9044.0
78.57116452328478 6.0 331.0 9113.0
81.57116452328478 6.0 331.0 9108.0
84.57116452328478 6.0 331.0 9108.0
87.57116452328478 6.0 331.0 9108.0
90.57116452328478 6.0 331.0 9108.0
93.57116452328478 6.0 331.0 9108.0
96.57116452328478 6.0 331.0 9108.0
99.57116452328478 9.0 460.0 13526.0
102.57116452328478 9.0 461.0 13531.0
105.57116452328478 9.0 461.0 13641.0
108.57116452328478 9.0 461.0 13634.0
111.57116452328478 9.0 461.0 13634.0
114.57116452328478 9.0 461.0 13634.0
117.57116452328478 9.0 461.0 13634.0
120.57116452328478 9.0 461.0 13634.0
123.57116452328478 9.0 461.0 13633.0
126.57116452328478 10.0 504.0 15109.0
129.57116452328478 12.0 590.0 18193.0
132.57116452328478 12.0 590.0 18189.0
135.57116452328478 12.0 590.0 18173.0
138.57116452328478 12.0 590.0 18173.0
141.57116452328478 12.0 590.0 18173.0
144.57116452328478 12.0 590.0 18173.0
147.57116452328478 12.0 590.0 18173.0
