#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T14:28+0000 #
#####################################################################
#
# seed = 69.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 835.0
0.4606055835355407 2.0 161.0 2990.0
3.460605583535541 2.0 160.0 3104.0
6.460605583535541 2.0 160.0 3102.0
9.460605583535541 2.0 160.0 3102.0
12.460605583535541 2.0 161.0 3103.0
15.460605583535541 2.0 161.0 3103.0
18.46060558353554 2.0 160.0 3102.0
21.46060558353554 2.0 160.0 3102.0
24.46060558353554 3.0 203.0 4597.0
27.46060558353554 3.0 203.0 4608.0
30.46060558353554 3.0 203.0 4607.0
33.46060558353554 3.0 203.0 4607.0
36.46060558353554 3.0 203.0 4607.0
39.46060558353554 3.0 203.0 4607.0
42.46060558353554 3.0 203.0 4607.0
45.46060558353554 3.0 203.0 4607.0
48.46060558353554 5.0 288.0 7550.0
51.46060558353554 5.0 288.0 7608.0
54.46060558353554 5.0 288.0 7605.0
57.46060558353554 5.0 288.0 7605.0
60.46060558353554 5.0 288.0 7605.0
63.46060558353554 5.0 288.0 7605.0
66.46060558353554 5.0 288.0 7605.0
69.46060558353554 5.0 288.0 7605.0
72.46060558353554 8.0 417.0 12019.0
75.46060558353554 8.0 417.0 12082.0
78.46060558353554 7.0 374.0 10624.0
81.46060558353554 7.0 374.0 10617.0
84.46060558353554 7.0 374.0 10615.0
87.46060558353554 7.0 374.0 10615.0
90.46060558353554 7.0 374.0 10615.0
93.46060558353554 7.0 374.0 10615.0
96.46060558353554 7.0 374.0 10615.0
99.46060558353554 7.0 374.0 10615.0
102.46060558353554 9.0 462.0 13594.0
105.46060558353554 10.0 500.0 15114.0
108.46060558353554 10.0 500.0 15149.0
111.46060558353554 9.0 458.0 13637.0
114.46060558353554 8.0 416.0 12126.0
117.46060558353554 8.0 416.0 12123.0
120.46060558353554 8.0 416.0 12117.0
123.46060558353554 8.0 416.0 12115.0
126.46060558353554 8.0 416.0 12115.0
129.46060558353554 8.0 416.0 12115.0
132.46060558353554 8.0 416.0 12115.0
135.46060558353554 8.0 416.0 12115.0
138.46060558353554 9.0 460.0 13632.0
141.46060558353554 11.0 543.0 16631.0
144.46060558353554 11.0 543.0 16673.0
147.46060558353554 10.0 500.0 15164.0
150.46060558353554 10.0 500.0 15153.0
153.46060558353554 10.0 500.0 15151.0
156.46060558353554 10.0 500.0 15147.0
159.46060558353554 10.0 500.0 15147.0
162.46060558353554 10.0 500.0 15147.0
165.46060558353554 10.0 500.0 15147.0
