#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T14:44+0000 #
#####################################################################
#
# seed = 90.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 836.0
0.7704679069555498 2.0 161.0 2991.0
3.77046790695555 2.0 159.0 3106.0
6.77046790695555 2.0 159.0 3106.0
9.770467906955549 2.0 160.0 3107.0
12.770467906955549 2.0 161.0 3108.0
15.770467906955549 2.0 161.0 3108.0
18.77046790695555 2.0 160.0 3107.0
21.77046790695555 2.0 160.0 3107.0
24.77046790695555 3.0 201.0 4607.0
27.77046790695555 3.0 201.0 4604.0
30.77046790695555 3.0 201.0 4604.0
33.770467906955545 3.0 202.0 4605.0
36.770467906955545 3.0 202.0 4605.0
39.770467906955545 3.0 202.0 4605.0
42.770467906955545 3.0 202.0 4605.0
45.770467906955545 5.0 286.0 7562.0
48.770467906955545 5.0 284.0 7613.0
51.770467906955545 5.0 284.0 7608.0
54.770467906955545 5.0 284.0 7608.0
57.770467906955545 5.0 284.0 7608.0
60.770467906955545 5.0 284.0 7608.0
63.770467906955545 5.0 284.0 7608.0
66.77046790695555 5.0 283.0 7607.0
69.77046790695555 7.0 370.0 10571.0
72.77046790695555 8.0 412.0 11949.0
75.77046790695555 6.0 326.0 9114.0
78.77046790695555 6.0 326.0 9107.0
81.77046790695555 6.0 326.0 9102.0
84.77046790695555 6.0 326.0 9102.0
87.77046790695555 6.0 326.0 9102.0
90.77046790695555 6.0 326.0 9102.0
93.77046790695555 6.0 326.0 9102.0
96.77046790695555 6.0 326.0 9102.0
99.77046790695555 9.0 455.0 13576.0
102.77046790695555 9.0 456.0 13497.0
105.77046790695555 8.0 414.0 12135.0
108.77046790695555 8.0 414.0 12132.0
111.77046790695555 8.0 414.0 12129.0
114.77046790695555 8.0 414.0 12129.0
117.77046790695555 8.0 414.0 12129.0
120.77046790695555 8.0 414.0 12129.0
123.77046790695555 8.0 414.0 12129.0
126.77046790695555 8.0 414.0 12129.0
