#####################################################################
# Alchemist log file - simulation started at: 2024-05-30T14:43+0000 #
#####################################################################
#
# seed = 89.0, leaderInitialResource = 1000, resourceUpperBound = 10, resourceLowerBound = 10, spawningRatio = 500, maxChildren = 5, gaussianShape = 5, initialNodes = 1, resourceRadius = 6.0
#
# The columns have the following meaning: 
# simulation_time nodes limited_size full_size 
0.0 1.0 88.0 835.0
0.9007025343544353 2.0 161.0 2991.0
3.9007025343544353 2.0 161.0 3107.0
6.900702534354435 2.0 160.0 3106.0
9.900702534354435 2.0 160.0 3106.0
12.900702534354435 2.0 161.0 3107.0
15.900702534354435 2.0 161.0 3107.0
18.900702534354437 2.0 161.0 3107.0
21.900702534354437 2.0 161.0 3107.0
24.900702534354437 3.0 203.0 4581.0
27.900702534354437 3.0 203.0 4607.0
30.900702534354437 3.0 203.0 4607.0
33.90070253435444 3.0 202.0 4606.0
36.90070253435444 3.0 202.0 4606.0
39.90070253435444 3.0 202.0 4606.0
42.90070253435444 3.0 202.0 4606.0
45.90070253435444 3.0 202.0 4605.0
48.037099566550395 5.0 288.0 7528.0
51.037099566550395 5.0 288.0 7611.0
54.037099566550395 5.0 288.0 7611.0
57.037099566550395 5.0 288.0 7611.0
60.037099566550395 5.0 288.0 7611.0
63.037099566550395 5.0 288.0 7611.0
66.0370995665504 5.0 286.0 7609.0
69.0370995665504 6.0 330.0 9101.0
72.0370995665504 7.0 368.0 10624.0
75.0370995665504 7.0 368.0 10617.0
78.0370995665504 7.0 368.0 10609.0
81.0370995665504 7.0 368.0 10609.0
84.0370995665504 7.0 368.0 10609.0
87.0370995665504 7.0 368.0 10609.0
90.0370995665504 7.0 368.0 10609.0
93.0370995665504 7.0 368.0 10609.0
96.0370995665504 9.0 454.0 13578.0
99.0370995665504 11.0 537.0 16525.0
102.0370995665504 10.0 496.0 15133.0
105.0370995665504 10.0 496.0 15132.0
108.0370995665504 10.0 496.0 15121.0
111.0370995665504 10.0 496.0 15120.0
114.0370995665504 10.0 496.0 15120.0
117.0370995665504 10.0 496.0 15120.0
120.0370995665504 10.0 496.0 15120.0
123.0370995665504 10.0 496.0 15120.0
126.0370995665504 10.0 496.0 15118.0
129.0370995665504 14.0 663.0 21135.0
132.0370995665504 14.0 663.0 21161.0
135.0370995665504 14.0 663.0 21166.0
138.0370995665504 12.0 580.0 18150.0
141.0370995665504 11.0 537.0 16636.0
144.0370995665504 11.0 537.0 16623.0
147.0370995665504 11.0 537.0 16626.0
150.0370995665504 11.0 537.0 16624.0
153.0370995665504 11.0 537.0 16624.0
156.0370995665504 11.0 537.0 16624.0
159.0370995665504 11.0 537.0 16624.0
162.0370995665504 11.0 537.0 16624.0
165.0370995665504 11.0 537.0 16624.0
168.0370995665504 15.0 705.0 22627.0
171.0370995665504 15.0 705.0 22698.0
174.0370995665504 14.0 661.0 21185.0
177.0370995665504 13.0 620.0 19680.0
180.0370995665504 13.0 620.0 19671.0
183.0370995665504 13.0 620.0 19661.0
186.0370995665504 13.0 620.0 19661.0
189.0370995665504 13.0 620.0 19661.0
192.0370995665504 13.0 620.0 19661.0
195.0370995665504 13.0 620.0 19661.0
198.0370995665504 13.0 620.0 19661.0
